tcprimarysectorid,year,GHG_Scope1,GHG_Scope1_Intensity,GHG_Scope2,GHG_Scope2_Intensity,Absolute_Direct_Indirect,Revenue,GHG_Scope1_Disclosure,GHG_Scope2_Disclosure,ticker,Company.Name
334111,2019,110162.4777,31.47175654,11262.19852,3.21744007,47.50632359,3500.36,Estimated data,Estimated data,SMCI,"Super Micro Computer, Inc."
334111,2018,106065.6901,31.562548,11906.69274,3.543139737,46.75611336,3360.492,Estimated data,Estimated data,SMCI,"Super Micro Computer, Inc."
334111,2017,75011.39169,29.64994335,9097.478308,3.595983362,34.50121522,2529.9,Estimated data,Estimated data,SMCI,"Super Micro Computer, Inc."
334111,2016,52031.74488,23.48455451,16318.38251,7.365310244,30.96015641,2215.573,Estimated data,Estimated data,SMCI,"Super Micro Computer, Inc."
541610,2016,2767.680612,0.3929689923,78731.30897,11.17866094,29.32193469,7043,Derived from previous year,Derived from previous year,LDOS,"Leidos Holdings, Inc."
541610,2017,2582.0396,0.2538878663,70418,6.924090462,43.31655826,10170,Exact Value from CDP,Exact Value from CDP,LDOS,"Leidos Holdings, Inc."
541610,2015,1999.9618,0.3950151689,55500,10.96188031,19.13677676,5063,Exact Value from CDP,Exact Value from CDP,LDOS,"Leidos Holdings, Inc."
541610,2014,3400.0828,0.5890649342,87100,15.09009009,23.08761017,5772,Value derived from data provided in Annual Report/Financial Accounts Disclosure,Exact Value from Annual Report/10K/Financial Accounts Disclosure,LDOS,"Leidos Holdings, Inc."
541610,2013,3155.0132,0.2823783406,94583,8.465318178,43.19348488,11173,Value derived from data provided in CDP,Exact Value from CDP,LDOS,"Leidos Holdings, Inc."
541610,2012,3119.0932,0.2946153962,103586,9.78426372,42.02892073,10587,Exact Value from CDP,Value derived from data provided in CDP,LDOS,"Leidos Holdings, Inc."
541610,2018,2546.11,0.25,67336.891,6.606,44.058,10194,Value derived from data provided in CDP,Exact Value from CDP,LDOS,"Leidos Holdings, Inc."
611B00,2017,4163.041371,16.46031041,4758.210522,16.03045967,2.347210535,255.066,Estimated data,Estimated data,CHGG,"Chegg, Inc."
611B00,2018,5285.142309,16.32142806,5147.124111,18.6548208,2.808513483,321.084,Estimated data,Estimated data,CHGG,"Chegg, Inc."
611B00,2019,6732.646411,16.38408475,5739.113562,13.96629457,3.432465633,410.926,Estimated data,Estimated data,CHGG,"Chegg, Inc."
611B00,2016,3692.041015,14.53044596,6323.925069,24.88852402,2.525710853,254.09,Estimated data,Estimated data,CHGG,"Chegg, Inc."
230101,2016,14065.70836,28.84788274,6373.708274,13.07207459,9.162917338,487.582,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
230101,2013,23569.79955,26.88897457,10074.80908,11.49357612,15.32651189,876.56,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
230101,2012,40463.14159,47.8225545,12250.32367,14.47840549,15.72126101,846.11,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
230101,2015,20695.81181,29.7438234,8919.169785,12.81854577,12.07543886,695.802,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
230101,2014,33092.1219,29.88930368,14920.87107,13.47675582,19.54775706,1107.156,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
230101,2019,17727.45971,23.57660263,9519.063471,12.65986106,14.09432928,751.909,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
230101,2018,18016.2625,28.42648017,10314.10736,14.14933884,14.4007201,739.818,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
230101,2017,16526.67232,24.35229002,8226.185062,13.94141175,11.51081349,581.383,Estimated data,Estimated data,HLX,"Helix Energy Solutions Group, Inc."
448000,2018,11027.68181,11.89095312,42214.77541,45.51944133,11.72897107,927.401,Estimated data,Estimated data,ZUMZ,Zumiez Inc.
448000,2019,11888.03092,12.14778705,40451.24238,41.33511106,12.04146681,978.617,Estimated data,Estimated data,ZUMZ,Zumiez Inc.
448000,2016,9880.324375,12.28616419,34323.34257,42.68100988,9.600959664,804.183,Estimated data,Estimated data,ZUMZ,Zumiez Inc.
448000,2017,10123.47227,12.10553586,38634.18854,46.19833419,10.72351966,836.268,Estimated data,Estimated data,ZUMZ,Zumiez Inc.
333920,2016,32926.73434,20.41208502,152073.0535,94.27379176,54.26218795,1613.1,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
333920,2015,73579.50677,21.41553838,172469.7909,50.19785519,93.29645937,3435.8,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
333920,2014,83520.83793,21.48998789,205111.8267,52.77546035,104.1912798,3886.5,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
333920,2013,87794.47482,21.68782264,182201.7434,45.00920022,106.8542225,4048.1,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
333920,2012,86462.93833,22.01755146,179438.3825,45.69349476,105.2850576,3927.000625,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
333920,2019,35129.36357,19.15346141,167455.847,91.30137235,60.94077331,1834.1,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
333920,2017,31622.12422,19.99754899,161360.1438,102.0427141,57.02484205,1581.3,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
333920,2018,36158.45414,19.57897668,185684.2861,100.543798,65.20816627,1846.8,Derived from previous year,Derived from previous year,MTW,"The Manitowoc Company, Inc."
230202,2018,33181.9773,43.66158799,19017.32227,25.02341804,16.04783158,759.981,Value split from data provided in Environmental/CSR,Value split from data provided in Environmental/CSR,RUN,Sunrun Inc.
533000,2017,14985.8628,28.29128014,34014.06641,64.21395246,4.570932057,529.699,Value split from data provided in Environmental/CSR,Value split from data provided in Environmental/CSR,RUN,Sunrun Inc.
230202,2019,25437.109,29.62702166,13562.54199,15.79651702,16.18496033,858.578,Value split from data provided in Environmental/CSR,Value split from data provided in Environmental/CSR,RUN,Sunrun Inc.
423900,2016,7963.824887,17.54540643,11138.52134,24.5397013,3.151480943,453.898,Estimated data,Estimated data,RUN,Sunrun Inc.
211111,2016,278103.3088,394.660312,33785.01887,47.94479486,24.33034716,704.665,Estimated data,Estimated data,CHRD,Chord Energy Corporation
211111,2013,298618.8892,261.4876438,49925.87346,43.71792772,28.15532479,1142,Estimated data,Estimated data,CHRD,Chord Energy Corporation
211111,2015,179568.8143,227.3785692,37474.33646,47.45178631,19.29229506,789.735,Estimated data,Estimated data,CHRD,Chord Energy Corporation
211111,2014,339428.8055,244.1547421,70645.80923,50.81628032,34.22403261,1390.22,Estimated data,Estimated data,CHRD,Chord Energy Corporation
211111,2019,648962.1664,313.2443808,94362.92964,45.54758196,65.11619552,2071.744,Estimated data,Estimated data,CHRD,Chord Energy Corporation
211111,2017,539437.0552,432.0958133,64666.43102,51.79861827,47.52687675,1248.42,Estimated data,Estimated data,CHRD,Chord Energy Corporation
211111,2018,885224.89,381.2425047,120424.0436,51.86339032,81.38637353,2321.947,Estimated data,Estimated data,CHRD,Chord Energy Corporation
230101,2018,152460.953,18.75143096,108022.7109,13.28589627,119.2205569,8130.630313,Estimate based on partial data disclosure in CDP,Estimate based on partial data disclosure in CDP,EME,"EMCOR Group, Inc."
230101,2017,169449.327,22.044,108495.899,14.114,116.384,7686.998999,Estimated data,Estimated data,EME,"EMCOR Group, Inc."
230101,2019,168517.7926,18.36854721,112346.9219,12.24588636,129.299707,9174.258078,Estimate based on partial data disclosure in CDP,Estimate based on partial data disclosure in CDP,EME,"EMCOR Group, Inc."
811200,2015,160631.9089,23.90809045,129055.3479,19.20830644,47.33832941,6718.726,Estimated data,Estimated data,EME,"EMCOR Group, Inc."
811200,2014,153623.2055,23.91033818,129749.8251,20.1946196,45.91723978,6424.97,Estimated data,Estimated data,EME,"EMCOR Group, Inc."
811200,2013,147854.9541,23.04055908,110521.9048,17.22286881,43.7748632,6417.16,Estimated data,Estimated data,EME,"EMCOR Group, Inc."
811200,2012,148457.901,23.39143053,110972.6089,17.485146,43.95426892,6346.679,Estimated data,Estimated data,EME,"EMCOR Group, Inc."
811200,2016,174027.5927,23.04536047,147920.8663,19.58821375,56.30889384,7551.524,Estimated data,Estimated data,EME,"EMCOR Group, Inc."
511200,2017,3947.178003,4.155121035,5656.123593,5.954096344,4.182252542,949.955,Estimated data,Estimated data,SPLK,Splunk Inc.
511200,2014,1255.935195,4.150205521,1716.179452,5.671070821,1.170590788,302.62,Estimated data,Estimated data,SPLK,Splunk Inc.
511200,2016,2824.428601,4.193114585,3676.913476,5.394093492,2.76740592,668.435,Estimated data,Estimated data,SPLK,Splunk Inc.
511200,2015,1890.570539,4.225434935,2432.061903,5.500779396,1.7158408,450.875,Estimated data,Estimated data,SPLK,Splunk Inc.
511200,2019,7178.70465,3.981511279,9605.208263,5.327318353,7.687453297,1803.01,Estimated data,Estimated data,SPLK,Splunk Inc.
511200,2018,5071.65922,3.990956178,7455.204656,5.866599823,5.612599653,1270.788,Estimated data,Estimated data,SPLK,Splunk Inc.
541512,2017,203.3926,0.0943379406,19048,8.834879406,17.59098882,2156,Exact Value from CDP,Exact Value from CDP,TDC,Teradata Corporation
541512,2018,156,0.072,36680,16.95,18.267,2164,Value derived from data provided in CDP,Value derived from data provided in CDP,TDC,Teradata Corporation
541512,2019,223,0.117,16731.722,8.811,15.037,1899,Value derived from data provided in CDP,Value derived from data provided in CDP,TDC,Teradata Corporation
541512,2015,858.0564866,0.3391527615,21479.39482,8.489879375,19.17575854,2530,Exact Value from CDP,Exact Value from CDP,TDC,Teradata Corporation
541512,2014,999.4951785,0.3658474299,20495.10884,7.501869999,20.99868735,2732,Exact Value from CDP,Exact Value from CDP,TDC,Teradata Corporation
541512,2013,710.9362518,0.2640922184,21854,8.118127786,21.06718279,2692,Value derived from data provided in CDP,Exact Value from CDP,TDC,Teradata Corporation
541512,2012,605.5132,0.2272094559,21548,8.085553471,21.26778707,2665,Value derived from data provided in CDP,Exact Value from CDP,TDC,Teradata Corporation
541512,2016,584.4627791,0.2517066232,20990.83262,9.039979595,18.32361652,2322,Exact Value from CDP,Exact Value from CDP,TDC,Teradata Corporation
334220,2016,17400.0713,2.881760732,106100,17.57204372,75.13272471,6038,Exact Value from CDP,Exact Value from CDP,MSI,"Motorola Solutions, Inc."
334220,2013,32695.36957,3.759817108,159543,18.34671113,97.65444956,8696,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,MSI,"Motorola Solutions, Inc."
334220,2012,31833.811,3.659900092,150121,17.259255,98.69675932,8698,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,MSI,"Motorola Solutions, Inc."
334220,2015,21156.0448,3.714845443,145046,25.4690079,66.80600577,5695,Exact Value from CDP,Exact Value from CDP,MSI,"Motorola Solutions, Inc."
334220,2014,25720.037,4.373412175,162400,27.6143513,69.60795788,5881,Exact Value from CDP,Exact Value from CDP,MSI,"Motorola Solutions, Inc."
334220,2019,17351.981,2.2,63692.894,8.076,78.279,7887,Exact Value from CDP,Exact Value from CDP,MSI,"Motorola Solutions, Inc."
334220,2018,15290.909,2.082,74712.236,10.175,76.893,7343,Exact Value from CDP,Exact Value from CDP,MSI,"Motorola Solutions, Inc."
334220,2017,10650.0881,1.669292806,87600,13.73040752,59.97422352,6380,Exact Value from CDP,Exact Value from CDP,MSI,"Motorola Solutions, Inc."
518200,2017,1164.510085,3.563099778,3070.050442,9.393560596,1.849134667,326.825,Estimated data,Estimated data,PFSW,"PFSweb, Inc."
518200,2018,1171.318726,3.591239656,3018.780575,9.255520527,1.857563902,326.16,Estimated data,Estimated data,PFSW,"PFSweb, Inc."
518200,2019,1058.286648,3.599345111,2471.171356,8.404715825,1.614637963,294.022,Estimated data,Estimated data,PFSW,"PFSweb, Inc."
518200,2016,1200.162206,3.586395669,2904.158779,8.678378985,1.781950463,334.643,Estimated data,Estimated data,PFSW,"PFSweb, Inc."
321991,2016,88487.40962,124.2186582,7309.090662,10.26050416,29.75170518,712.352,Estimated data,Estimated data,CVCO,"Cavco Industries, Inc."
321991,2017,95643.22563,123.6024767,8672.738054,11.2080275,34.13342659,773.797,Estimated data,Estimated data,CVCO,"Cavco Industries, Inc."
321991,2019,109032.0178,113.2510733,9704.991936,10.08053208,41.68367244,962.746,Estimated data,Estimated data,CVCO,"Cavco Industries, Inc."
321991,2018,102881.104,118.0865139,9645.644864,11.07123206,38.69219138,871.235,Estimated data,Estimated data,CVCO,"Cavco Industries, Inc."
332500,2018,145338.6286,46.19937971,94812.50619,30.13843612,674.8629383,3145.9,Estimated data,Estimated data,SPB,"Spectrum Brands Holdings, Inc."
332500,2019,168678.1963,44.36448181,94391.07237,24.82603624,716.9875912,3802.1,Estimated data,Estimated data,SPB,"Spectrum Brands Holdings, Inc."
332500,2017,202075.0933,40.35529282,178909.5943,35.72903988,660.7166763,5007.4,Estimated data,Estimated data,SPB,"Spectrum Brands Holdings, Inc."
332500,2016,205806.3687,39.46128172,166172.0946,31.86181205,628.1093944,5215.4,Estimated data,Estimated data,SPB,"Spectrum Brands Holdings, Inc."
211111,2019,99212,1173.815,195,2.307,5.961,84.521,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,EGY,"VAALCO Energy, Inc."
211111,2017,36847.09879,478.3784328,4302.050779,55.85265536,3.014072027,77.025,Estimated data,Estimated data,EGY,"VAALCO Energy, Inc."
211111,2018,107083,1020.392,179,1.706,6.532,104.943,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,EGY,"VAALCO Energy, Inc."
511200,2018,904.9213767,3.990956178,1330.210444,5.866599823,1.001439802,226.743,Estimated data,Estimated data,APPN,Appian Corporation
511200,2017,734.3636264,4.155121035,1052.309126,5.954096344,0.7780987178,176.737,Estimated data,Estimated data,APPN,Appian Corporation
511200,2019,1036.594424,3.981511279,1386.977988,5.327318353,1.110056983,260.352,Estimated data,Estimated data,APPN,Appian Corporation
511200,2016,561.5603028,4.225434935,731.0535818,5.500779396,0.5502229038,132.9,Estimated data,Estimated data,APPN,Appian Corporation
33441A,2016,7484.15304,33.27340201,8885.772881,39.50478987,4.791984829,224.929,Estimated data,Estimated data,VPG,"Vishay Precision Group, Inc."
33441A,2019,8179.819334,28.80644086,10864.82863,38.26209731,6.002767683,283.958,Estimated data,Estimated data,VPG,"Vishay Precision Group, Inc."
33441A,2017,8359.125531,32.86465709,10916.28747,42.91837023,5.796699784,254.35,Estimated data,Estimated data,VPG,"Vishay Precision Group, Inc."
33441A,2018,9078.2797,30.28172579,12764.55716,42.57776059,6.690673043,299.794,Estimated data,Estimated data,VPG,"Vishay Precision Group, Inc."
523000,2018,356.115293,0.429761346,6745.764441,8.140815245,2.867294431,828.635,Estimated data,Estimated data,APAM,Artisan Partners Asset Management Inc.
523000,2017,419.1724969,0.5268474768,6573.628649,8.262230211,2.739685726,795.624,Estimated data,Estimated data,APAM,Artisan Partners Asset Management Inc.
523000,2019,328.3994317,0.411037749,5906.235674,7.392478739,2.644281257,798.952,Estimated data,Estimated data,APAM,Artisan Partners Asset Management Inc.
523000,2016,388.2607322,0.5386084388,5502.44839,7.633182785,2.320889135,720.8589844,Estimated data,Estimated data,APAM,Artisan Partners Asset Management Inc.
622000,2016,780689.6218,18.81633217,1561313.344,37.63107603,577.5283965,41490,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
622000,2015,770782.2757,19.42593567,1464167.124,36.90123302,496.256915,39678,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
230101,2014,1103453.313,29.88930368,497534.8715,13.47675582,651.8178965,36918,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
230101,2013,919118.9287,26.88897457,392873.4188,11.49357612,597.666822,34182,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
230101,2012,901203.774,27.29845134,385215.6633,11.6686052,586.0173029,33013,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
622000,2019,902275.6647,17.57588563,1870910.813,36.44442133,767.0550416,51336,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
622000,2017,798400.8913,18.30606895,1776495.801,40.73223739,654.0765229,43614,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
622000,2018,833279.6038,17.85203856,1873319.305,40.1336698,715.5489889,46677,Estimated data,Estimated data,HCA,"HCA Healthcare, Inc."
423800A,2018,243974.8702,20.5423564,206087.4827,17.35228926,79.32390849,11876.674,Estimated data,Estimated data,LKQ,LKQ Corporation
423800A,2017,224806.296,23.08805557,171477.5551,17.61108737,66.35369923,9736.909,Estimated data,Estimated data,LKQ,LKQ Corporation
423800A,2019,251905.9121,20.14262886,197061.223,15.75719698,80.02693346,12506.109,Estimated data,Estimated data,LKQ,LKQ Corporation
423900,2013,118292.3663,23.36625631,72422.37856,14.30557113,36.53233193,5062.529688,Estimated data,Estimated data,LKQ,LKQ Corporation
423900,2012,97804.50672,23.72208762,59879.05421,14.52342247,30.20504887,4122.93,Estimated data,Estimated data,LKQ,LKQ Corporation
423900,2015,171770.0813,23.88139105,114756.339,15.95470518,51.13091491,7192.633,Estimated data,Estimated data,LKQ,LKQ Corporation
423900,2014,160478.8227,23.8097024,113057.44,16.77395157,48.48093717,6740.06,Estimated data,Estimated data,LKQ,LKQ Corporation
423800A,2016,206034.7501,24.00209763,139664.432,16.27026184,55.47986316,8584.031,Estimated data,Estimated data,LKQ,LKQ Corporation
336412,2017,90509.01901,25.61963446,72162.8504,20.42653726,49.76316702,3532.799,Estimated data,Estimated data,TGI,"Triumph Group, Inc."
336412,2016,101039.3462,26.00037935,73534.49116,18.92257559,51.67932952,3886.072,Estimated data,Estimated data,TGI,"Triumph Group, Inc."
336411,2019,55339.642,16.446,40215.31,11.951,44.022,3364.93,Estimated data,Estimated data,TGI,"Triumph Group, Inc."
336412,2018,80198.89599,25.07037338,64451.13527,20.1475844,44.75376983,3198.951,Estimated data,Estimated data,TGI,"Triumph Group, Inc."
525000,2017,42.92712019,0.4116090572,235.5901204,2.25896885,0.3583268689,104.291,Estimated data,Estimated data,ORC,"Orchid Island Capital, Inc."
525000,2018,48.6435336,0.448195312,241.5675839,2.225772895,0.3756632354,108.532,Estimated data,Estimated data,ORC,"Orchid Island Capital, Inc."
525000,2016,31.64738325,0.4241707981,155.7096946,2.086981565,0.2396496308,74.61,Estimated data,Estimated data,ORC,"Orchid Island Capital, Inc."
325414,2016,1490.495856,17.23315823,1786.139349,20.65139725,1.475445589,86.49,Estimated data,Estimated data,NSTG,"NanoString Technologies, Inc."
325414,2018,1808.634976,16.94906734,2471.820165,23.16390371,1.942140288,106.71,Estimated data,Estimated data,NSTG,"NanoString Technologies, Inc."
541700,2017,1925.660858,16.75799198,2679.817863,23.32101525,1.964999175,114.91,Estimated data,Estimated data,NSTG,"NanoString Technologies, Inc."
325414,2019,2051.54557,16.33812412,2572.808802,20.48936673,2.210720163,125.568,Estimated data,Estimated data,NSTG,"NanoString Technologies, Inc."
339920,2019,3527.081963,15.37276884,5083.189157,22.15505414,6.105335556,229.437,Estimated data,Estimated data,CLAR,Clarus Corporation
339920,2017,2340.394102,13.71161308,3781.077335,22.1521108,4.847581706,170.687,Estimated data,Estimated data,CLAR,Clarus Corporation
339920,2018,3476.442631,16.38741512,5483.693894,25.84928842,5.83893813,212.141,Estimated data,Estimated data,CLAR,Clarus Corporation
339920,2016,1804.743852,12.17866274,2713.362387,18.31014709,3.98911804,148.189,Estimated data,Estimated data,CLAR,Clarus Corporation
230103,2016,75350.2763,29.96491168,66131.72737,26.29892638,91.14325959,2514.617,Estimated data,Estimated data,GVA,Granite Construction Incorporated
230103,2018,104279.3555,31.42445623,97688.35271,29.4382656,144.9415748,3318.414,Estimated data,Estimated data,GVA,Granite Construction Incorporated
230103,2017,92188.908,30.83537049,82506.53784,27.59680874,119.0560032,2989.713,Estimated data,Estimated data,GVA,Granite Construction Incorporated
611B00,2018,16841.26453,18.35092144,7562.051259,8.239916205,6.800158176,917.734,Estimated data,Estimated data,LRN,"Stride, Inc."
611B00,2019,18365.38862,18.08058327,7600.333807,7.48246994,7.267347295,1015.752,Estimated data,Estimated data,LRN,"Stride, Inc."
611B00,2016,16973.05815,19.44890358,6742.571099,7.726104159,6.164110105,872.7,Estimated data,Estimated data,LRN,"Stride, Inc."
611B00,2017,16818.4973,18.92868616,7430.514865,8.362809197,6.599543406,888.519,Estimated data,Estimated data,LRN,"Stride, Inc."
531000,2016,14330.15293,2.476822671,425055.1978,73.46651189,53.7369843,5785.7,Derived from previous year,Derived from previous year,AMT,American Tower Corporation
531000,2015,12004.23581,2.515811706,342963.0282,71.87716193,41.08939431,4771.516,Derived from previous year,Derived from previous year,AMT,American Tower Corporation
517000,2014,10318.768,2.516748128,309831.6725,75.56796337,33.27000617,4100.04,Derived from previous year,Derived from previous year,AMT,American Tower Corporation
517000,2013,8759.06663,2.605771575,216634.5867,64.44753443,25.54641837,3361.41,Derived from previous year,Derived from previous year,AMT,American Tower Corporation
517000,2012,7608.224805,2.64545571,188171.2281,65.42901435,22.17626665,2875.96,Derived from previous year,Derived from previous year,AMT,American Tower Corporation
531000,2019,556281,73.385,1780621,234.901,162.337,7580.3,Value derived from data provided in CDP,Value derived from data provided in CDP,AMT,American Tower Corporation
531000,2017,651065.0548,97.70030385,1813492,272.1367368,167.3239882,6663.9,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,AMT,American Tower Corporation
531000,2018,619256,83.232,1778676,239.066,140.619,7440.1,Value derived from data provided in Environmental/CSR,Exact Value from Environmental/CSR,AMT,American Tower Corporation
52A000,2018,48.1826133,0.8573113643,63.33990793,1.127004518,0.1431858571,56.202,Estimated data,Estimated data,ENFC,Entegra Financial Corp.
52A000,2017,47.84619979,0.9444385186,57.94671331,1.143813058,0.128187651,50.661,Estimated data,Estimated data,ENFC,Entegra Financial Corp.
52A000,2016,45.56010956,1.076206112,44.73554433,1.0567285,0.1006969322,42.334,Estimated data,Estimated data,ENFC,Entegra Financial Corp.
211111,2016,135209.5033,435.629906,16001.52842,51.55513592,11.84592296,310.377,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,KOS,Kosmos Energy Ltd.
211111,2017,337587.0576,583.9202296,40241.14844,69.60462525,26.98383049,578.139,Value split from data provided in Environmental/CSR,Value split from data provided in Environmental/CSR,KOS,Kosmos Energy Ltd.
211111,2018,173603.5983,195.7936791,2340,2.639099729,23.30275027,886.666,Exact Value from CDP,Exact Value from CDP,KOS,Kosmos Energy Ltd.
211111,2019,39058,26.049,1330,0.887,19.419,1499.41594,Exact Value from CDP,Value derived from data provided in CDP,KOS,Kosmos Energy Ltd.
32619A,2019,45523.06209,62.91800215,33308.86955,46.03661154,24.51487561,723.53,Estimated data,Estimated data,TRS,TriMas Corporation
32619A,2018,51516.68895,58.73257285,41099.37629,46.85611907,32.42029026,877.14,Estimated data,Estimated data,TRS,TriMas Corporation
332720,2017,49051.53343,59.9842657,41264.82138,50.46203118,28.97935479,817.74,Estimated data,Estimated data,TRS,TriMas Corporation
32619A,2016,47954.69367,60.39481836,37180.84334,46.82607912,26.28395692,794.02,Estimated data,Estimated data,TRS,TriMas Corporation
333130,2016,7947.946342,13.52531136,16166.11859,27.51047605,17.21678954,587.635,Estimated data,Estimated data,FET,"Forum Energy Technologies, Inc."
333130,2017,10986.90752,13.4212547,24376.54134,29.77760297,25.5974445,818.62,Estimated data,Estimated data,FET,"Forum Energy Technologies, Inc."
333130,2018,14314.20877,13.45043527,31224.20218,29.34001571,32.47623589,1064.219,Estimated data,Estimated data,FET,"Forum Energy Technologies, Inc."
333130,2019,12779.31978,13.36004067,25484.87368,26.64296337,27.47532315,956.533,Estimated data,Estimated data,FET,"Forum Energy Technologies, Inc."
230302,2018,295.6626592,23.22748521,102.1023628,8.021239908,0.2313782993,12.729,Estimated data,Estimated data,RGSE.Q,"Real Goods Solar, Inc."
230302,2017,367.6221268,24.22391452,123.5458657,8.140871485,0.2733750535,15.176,Estimated data,Estimated data,RGSE.Q,"Real Goods Solar, Inc."
230302,2016,430.9053211,24.72914325,131.0545357,7.521063742,0.2977985676,17.425,Estimated data,Estimated data,RGSE.Q,"Real Goods Solar, Inc."
230302,2013,2586.419288,25.52169177,670.161384,6.612869136,1.686699827,101.342,Estimated data,Estimated data,RGSE.Q,"Real Goods Solar, Inc."
230302,2012,2406.812131,25.91034698,623.6237706,6.713572727,1.569611694,92.89,Estimated data,Estimated data,RGSE.Q,"Real Goods Solar, Inc."
230302,2015,1145.31948,25.15692841,335.7705051,7.375195052,0.7014917986,45.527,Estimated data,Estimated data,RGSE.Q,"Real Goods Solar, Inc."
230302,2014,1792.582905,25.32612186,548.820936,7.753898503,1.13340348,70.78,Estimated data,Estimated data,RGSE.Q,"Real Goods Solar, Inc."
518200,2016,576.4112448,3.835939233,1282.333024,8.533753635,0.8006534545,150.266,Estimated data,Estimated data,BCOV,Brightcove Inc.
518200,2017,612.599332,3.929110029,1428.186273,9.160148757,0.8832982394,155.913,Estimated data,Estimated data,BCOV,Brightcove Inc.
518200,2018,663.2647168,4.023858795,1486.558638,9.018574181,0.9404502763,164.833,Estimated data,Estimated data,BCOV,Brightcove Inc.
541511,2019,1657.888,8.988,992.785,5.382,0.615,184.455,Estimated data,Estimated data,BCOV,Brightcove Inc.
324121,2019,2024789.58,911.1890251,173492.1837,78.07437142,207.0861127,2222.14,Estimated data,Estimated data,SUM,"Summit Materials, Inc."
324121,2018,2130152.535,1013.874587,176561.1023,84.0366179,212.1658815,2101.002,Estimated data,Estimated data,SUM,"Summit Materials, Inc."
423300,2016,39028.92288,24.00209763,26456.47078,16.27026184,13.40002098,1626.063,Estimated data,Estimated data,SUM,"Summit Materials, Inc."
423300,2017,44619.39899,23.08805557,34034.74717,17.61108737,16.72723887,1932.575,Estimated data,Estimated data,SUM,"Summit Materials, Inc."
523000,2016,134.0795689,0.5386084388,1900.181623,7.633182785,0.8014815533,248.937,Estimated data,Estimated data,MN,"Manning & Napier, Inc."
523000,2018,69.33382771,0.429761346,1313.365864,8.140815245,0.5582475733,161.331,Estimated data,Estimated data,MN,"Manning & Napier, Inc."
523000,2017,106.1739915,0.5268474768,1665.062468,8.262230211,0.6939466951,201.527,Estimated data,Estimated data,MN,"Manning & Napier, Inc."
523000,2019,55.9015449,0.411037749,1005.384501,7.392478739,0.4501207773,136.001,Estimated data,Estimated data,MN,"Manning & Napier, Inc."
334511,2019,24050.54199,20.34534879,30859.9907,26.10574327,16.10019418,1182.115,Estimated data,Estimated data,OSIS,"OSI Systems, Inc."
334511,2018,21033.65823,19.30958282,30785.87025,28.26243085,15.33101478,1089.286,Estimated data,Estimated data,OSIS,"OSI Systems, Inc."
334511,2016,18548.03505,22.35618814,21966.75204,26.47681223,11.52395726,829.66,Estimated data,Estimated data,OSIS,"OSI Systems, Inc."
334511,2017,20738.28379,21.64291432,26966.9727,28.14330663,14.04697286,958.202,Estimated data,Estimated data,OSIS,"OSI Systems, Inc."
334511,2015,20372.48219,21.26115599,24430.63792,25.49633368,12.13983336,958.202,Estimated data,Estimated data,OSIS,"OSI Systems, Inc."
334511,2013,15543.93187,19.38025294,18348.73294,22.87729312,9.927698129,802.05,Estimated data,Estimated data,OSIS,"OSI Systems, Inc."
334511,2014,20425.54563,22.52635383,25188.68379,27.77939026,11.76567481,906.7399805,Estimated data,Estimated data,OSIS,"OSI Systems, Inc."
52A000,2016,301.2763677,1.076206112,295.8237466,1.0567285,0.6658808829,279.943,Estimated data,Estimated data,CUBI,"Customers Bancorp, Inc."
52A000,2017,339.2300382,0.9444385186,410.8427807,1.143813058,0.9088517362,359.187,Estimated data,Estimated data,CUBI,"Customers Bancorp, Inc."
